UtteranceDataType,utterance,intent,agent_id,background_skill_id
GOLDEN_SET,what time does the swimming pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the pools open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel swimming pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel pools open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel swimming bath open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the business center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the business room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the copy room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the printer room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel business room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel business center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel copy room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel printer room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the conference open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the conference room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the conference center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the conferencing center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the meeting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel conference center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel conferencing center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel conference center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel meeting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the souvenir shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the gift shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel shopping center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel souvenir shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel gift shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the bar open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the lounge open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel bar open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel pub open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel tavern open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the pub open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the restaurant open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the dining open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the chophouse open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the canteen open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the bistro open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the diner open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the grill open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel restaurant open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel chophouse open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel canteen open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel bistro open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel diner open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel grill open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the gym open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the fitness center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel fitness center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the fitness open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the workout center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the weight room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the workout room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the treadmills open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the weights open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the weight lifting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel weight room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel workout center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel workout room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel gym open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel weight lifting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the ballroom open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the ball room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel ballroom open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the hotel ball room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the concierge open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the front desk open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the spa open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the day spa open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the health club open,PropertyFeatureOperatingHours,,
GOLDEN_SET,what time does the health spa open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does sauna open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does steam bath open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does steam room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does cafe open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does coffee shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel cafe open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does swimming pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does pools open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does swimming bath open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does swimming hole open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does swimmers pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel swimming pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel pools open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel swimming bath open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel swimming hole open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel swimmers pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does business open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does business center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does business room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does copy room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does printer room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel business room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel business center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel copy room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel printer room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does conference open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does conference room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does conference center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does conferencing center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does meeting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel conference center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel conferencing center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel conference center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel meeting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does souvenir shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does marketplace open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does market place open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does gift shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel shopping center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel souvenir shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel gift shop open,PropertyFeatureOperatingHours,,
